"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","quality_disc"
"273",5.6,0.19,0.26,1.4,0.03,12,76,0.9905,3.25,0.37,10.9,7,"Alta"
"274",6.2,0.1,0.41,1,0.04,17,76,0.98988,3.14,0.56,11.4,7,"Alta"
"275",7,0.53,0.43,6.1,0.029,6,76,0.99118,3.08,0.5,12.5,8,"Alta"
"276",7.1,0.47,0.24,6,0.044,11,77,0.9956,3.21,0.56,9.7,5,"Baja"
"277",8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,5,"Baja"
"278",8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,5,"Baja"
"279",5.6,0.39,0.24,4.7,0.034,27,77,0.9906,3.28,0.36,12.7,5,"Baja"
"280",5.9,0.42,0.36,2.4,0.034,19,77,0.99184,3.25,0.48,10.9,5,"Baja"
"281",6.3,0.31,0.34,2.2,0.045,20,77,0.9927,3.3,0.43,10.2,5,"Baja"
"282",6.8,0.57,0.29,2.2,0.04,15,77,0.9938,3.32,0.74,10.2,5,"Baja"
"283",5.2,0.25,0.23,1.4,0.047,20,77,0.99001,3.32,0.62,11.4,5,"Baja"
"284",5.7,0.36,0.34,4.2,0.026,21,77,0.9907,3.41,0.45,11.9,6,"Media"
"285",6.1,0.16,0.24,1.4,0.046,17,77,0.99319,3.66,0.57,10.3,6,"Media"
"286",6.4,0.16,0.25,1.3,0.047,20,77,0.9933,3.61,0.54,10.2,6,"Media"
"287",5.2,0.16,0.34,0.8,0.029,26,77,0.99155,3.25,0.51,10.1,6,"Media"
"288",6.6,0.24,0.3,11.3,0.026,11,77,0.99381,3.13,0.55,12.8,7,"Alta"
"289",5.8,0.2,0.27,1.4,0.031,12,77,0.9905,3.25,0.36,10.9,7,"Alta"
"290",8.6,0.18,0.28,0.8,0.032,25,78,0.99104,2.99,0.38,11.1,5,"Baja"
"291",6.6,0.38,0.15,4.6,0.044,25,78,0.9931,3.11,0.38,10.2,6,"Media"
"292",6.6,0.38,0.15,4.6,0.044,25,78,0.9931,3.11,0.38,10.2,6,"Media"
"293",6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6,"Media"
"294",6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6,"Media"
"295",7.1,0.19,0.28,3.6,0.033,16,78,0.993,2.91,0.78,11.4,6,"Media"
"296",6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,6,"Media"
"297",6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,6,"Media"
"298",5.9,0.13,0.28,1.9,0.05,20,78,0.9918,3.43,0.64,10.8,6,"Media"
"299",6.6,0.16,0.3,1.6,0.034,15,78,0.992,3.38,0.44,11.2,6,"Media"
"300",8,0.2,0.36,1.2,0.032,21,78,0.9921,3.08,0.37,10.4,6,"Media"
"301",6.2,0.2,0.28,1.1,0.039,24,78,0.9899,3.36,0.47,12.1,6,"Media"
"302",7.4,0.25,0.28,7.25,0.028,14,78,0.99238,2.94,0.37,11.5,7,"Alta"
"303",7.4,0.25,0.28,7.25,0.028,14,78,0.99238,2.94,0.37,11.5,7,"Alta"
"304",5.9,0.48,0.3,1.5,0.037,19,78,0.99057,3.47,0.42,11.9,7,"Alta"
"305",5.1,0.25,0.36,1.3,0.035,40,78,0.9891,3.23,0.64,12.1,7,"Alta"
"306",6.6,0.2,0.32,1.1,0.039,25,78,0.9926,3.39,0.54,10.2,7,"Alta"
"307",6.1,0.6,0,1.3,0.042,24,79,0.9937,3.31,0.38,9.4,4,"Baja"
"308",6.7,0.31,0.32,14.5,0.038,6,79,0.99412,3.14,0.34,12.5,5,"Baja"
"309",5.1,0.52,0.06,2.7,0.052,30,79,0.9932,3.32,0.43,9.3,5,"Baja"
"310",5.6,0.15,0.31,5.3,0.038,8,79,0.9923,3.3,0.39,10.5,6,"Media"
"311",6.2,0.35,0.29,3.9,0.041,22,79,0.99005,3.1,0.59,12.0666666666667,6,"Media"
"312",7.3,0.25,0.27,3.8,0.047,16,79,0.99173,3.07,0.46,11.3,6,"Media"
"313",6.6,0.33,0.41,2,0.027,14,79,0.99063,3.27,0.63,12.4,6,"Media"
"314",8.1,0.28,0.39,1.9,0.029,18,79,0.9923,3.23,0.52,11.8,6,"Media"
"315",6.2,0.17,0.3,1.1,0.037,14,79,0.993,3.5,0.54,10.3,6,"Media"
"316",6.6,0.15,0.34,1,0.037,45,79,0.98949,2.96,0.5,11.7,6,"Media"
"317",6.8,0.37,0.28,4,0.03,29,79,0.99,3.23,0.46,12.4,7,"Alta"
"318",6.4,0.29,0.3,2.9,0.036,25,79,0.99037,3.29,0.6,12.4,7,"Alta"
"319",6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,7,"Alta"
"320",6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,7,"Alta"
"321",6.6,0.23,0.32,0.9,0.041,25,79,0.9926,3.39,0.54,10.2,7,"Alta"
"322",5.6,0.26,0.26,5.7,0.031,12,80,0.9923,3.25,0.38,10.8,5,"Baja"
"323",6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,5,"Baja"
"324",6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,5,"Baja"
"325",5.4,0.595,0.1,2.8,0.042,26,80,0.9932,3.36,0.38,9.3,5,"Baja"
"326",6.7,0.39,0.24,2.7,0.017,22,80,0.99084,3.03,0.37,11.5,5,"Baja"
"327",7.5,0.23,0.3,1.2,0.03,27,80,0.99192,3.05,0.68,10.5,5,"Baja"
"328",7.8,0.25,0.37,1,0.043,10,80,0.99128,3.08,0.38,11.4,5,"Baja"
"329",7.8,0.25,0.37,1,0.043,10,80,0.99128,3.08,0.38,11.4,5,"Baja"
"330",6,0.26,0.33,4.35,0.04,15,80,0.98934,3.29,0.5,12.7,6,"Media"
"331",6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,6,"Media"
"332",6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,6,"Media"
"333",6.3,0.19,0.32,2.8,0.046,18,80,0.99043,2.92,0.47,11.05,6,"Media"
"334",8.8,0.39,0.35,1.8,0.096,22,80,0.99016,2.95,0.54,12.6,6,"Media"
"335",7.2,0.27,0.31,1.2,0.031,27,80,0.98892,3.03,0.33,12.7,6,"Media"
"336",7,0.16,0.32,1.1,0.032,29,80,0.98972,3.23,0.36,12.1,6,"Media"
"337",7.2,0.21,0.34,1.1,0.046,25,80,0.992,3.25,0.4,11.3,6,"Media"
"338",6.5,0.34,0.46,1,0.023,6,80,0.98865,3.15,0.54,12.9,6,"Media"
"339",6.9,0.45,0.27,4.7,0.035,17,80,0.99058,3.12,0.36,12.5,7,"Alta"
"340",6.3,0.34,0.33,4.6,0.034,19,80,0.9917,3.38,0.58,12,7,"Alta"
"341",6.8,0.32,0.3,3.3,0.029,15,80,0.99061,3.33,0.63,12.6,7,"Alta"
"342",7.3,0.22,0.31,2.3,0.018,45,80,0.98936,3.06,0.34,12.9,7,"Alta"
"343",6.9,0.21,0.24,1.8,0.021,17,80,0.98992,3.15,0.46,12.3,7,"Alta"
"344",8.6,0.265,0.36,1.2,0.034,15,80,0.9913,2.95,0.36,11.4,7,"Alta"
"345",6.2,0.53,0.02,0.9,0.035,6,81,0.99234,3.24,0.35,9.5,4,"Baja"
"346",7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,6,"Media"
"347",7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,6,"Media"
"348",6.6,0.24,0.33,10.1,0.032,8,81,0.99626,3.19,0.51,9.8,6,"Media"
"349",6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,6,"Media"
"350",6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,6,"Media"
"351",6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,6,"Media"
"352",6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,6,"Media"
"353",5.9,0.25,0.27,1.5,0.029,37,81,0.9892,3.2,0.46,12.2,6,"Media"
"354",6.2,0.16,0.47,1.4,0.029,23,81,0.99,3.26,0.42,12.2,6,"Media"
"355",5.2,0.37,0.33,1.2,0.028,13,81,0.9902,3.37,0.38,11.7,6,"Media"
"356",5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6,"Media"
"357",5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6,"Media"
"358",6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,6,"Media"
"359",6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,6,"Media"
"360",6.4,0.33,0.28,4,0.04,24,81,0.9903,3.26,0.64,12.6,7,"Alta"
"361",6.8,0.475,0.33,3.95,0.047,16,81,0.98988,3.23,0.53,13.4,7,"Alta"
"362",8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,7,"Alta"
"363",8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,7,"Alta"
"364",6.7,0.28,0.31,7.4,0.041,7,81,0.99254,3.04,0.47,11.4,8,"Alta"
"365",6.3,0.29,0.28,4.7,0.059,28,81,0.99036,3.24,0.56,12.7,8,"Alta"
"366",6.6,0.35,0.19,10.5,0.06,15,82,0.99588,3.13,0.38,9.9,4,"Baja"
"367",6.5,0.27,0.26,11,0.03,2,82,0.99402,3.07,0.36,11.2,5,"Baja"
"368",6.1,0.45,0.27,0.8,0.039,13,82,0.9927,3.23,0.32,9.5,5,"Baja"
"369",5.9,0.54,0,0.8,0.032,12,82,0.99286,3.25,0.36,8.8,5,"Baja"
"370",6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,6,"Media"
"371",6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,6,"Media"
"372",6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,6,"Media"
"373",6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,6,"Media"
"374",6.2,0.19,0.38,5.1,0.019,22,82,0.98961,3.05,0.36,12.5,6,"Media"
"375",6,0.27,0.4,1.7,0.021,18,82,0.9891,3.24,0.95,13.1333333333333,6,"Media"
"376",6.9,0.25,0.34,1.3,0.035,27,82,0.99045,3.18,0.44,12.2,6,"Media"
"377",6.5,0.36,0.38,10.2,0.028,20,82,0.99274,3.1,0.43,12.1,7,"Alta"
"378",6.2,0.3,0.3,2.5,0.041,29,82,0.99065,3.31,0.61,11.8,7,"Alta"
"379",6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,7,"Alta"
"380",6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,7,"Alta"
"381",6.3,0.23,0.31,1.5,0.022,11,82,0.9892,3.3,0.4,12.9,7,"Alta"
"382",6.2,0.16,0.33,1.1,0.057,21,82,0.991,3.32,0.46,10.9,7,"Alta"
"383",9.8,0.36,0.46,10.5,0.038,4,83,0.9956,2.89,0.3,10.1,4,"Baja"
"384",7,0.28,0.28,1.4,0.039,12,83,0.99173,3.18,0.65,11.1,5,"Baja"
"385",7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,6,"Media"
"386",7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,6,"Media"
"387",6.4,0.19,0.42,2.9,0.032,32,83,0.9908,3.3,0.41,11.7,6,"Media"
"388",7.8,0.2,0.2,1.4,0.036,25,83,0.99088,3.03,0.46,11.7,6,"Media"
"389",6.5,0.24,0.28,1.1,0.034,26,83,0.98928,3.25,0.33,12.3,6,"Media"
"390",5.8,0.29,0.15,1.1,0.029,12,83,0.9898,3.3,0.4,11.4,6,"Media"
"391",6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,7,"Alta"
"392",6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,7,"Alta"
"393",6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,7,"Alta"
"394",6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,7,"Alta"
"395",5.9,0.12,0.28,1.4,0.037,36,83,0.99074,3.33,0.42,10.9,7,"Alta"
"396",6.6,0.22,0.35,1.4,0.05,23,83,0.99019,3.17,0.48,12,7,"Alta"
"397",6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9,8,"Alta"
"398",6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9,8,"Alta"
"399",6.8,0.46,0.26,2.7,0.042,28,83,0.99114,3.38,0.51,12,8,"Alta"
"400",6.6,0.38,0.18,1.2,0.042,20,84,0.9927,3.22,0.45,10.1,4,"Baja"
"401",5.7,0.695,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2,5,"Baja"
"402",5.6,0.695,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2,5,"Baja"
"403",7.3,0.25,0.39,6.4,0.034,8,84,0.9942,3.18,0.46,11.5,5,"Baja"
"404",6.4,0.2,0.28,2.5,0.032,24,84,0.99168,3.31,0.55,11.5,5,"Baja"
"405",7.1,0.32,0.4,1.5,0.034,13,84,0.9944,3.42,0.6,10.4,5,"Baja"
"406",7.2,0.16,0.35,1.2,0.031,27,84,0.9928,3.33,0.34,9.9,5,"Baja"
"407",7.1,0.365,0.14,1.2,0.055,24,84,0.9941,3.15,0.43,8.9,5,"Baja"
"408",6.4,0.34,0.1,1.1,0.048,19,84,0.9927,3.21,0.38,9.8,5,"Baja"
"409",7.8,0.445,0.56,1,0.04,8,84,0.9938,3.25,0.43,10.8,5,"Baja"
"410",7,0.26,0.34,10.9,0.038,25,84,0.99432,3.11,0.34,10.9,6,"Media"
"411",6.9,0.19,0.39,8,0.028,22,84,0.994,3.11,0.66,10.8,6,"Media"
"412",9,0.3,0.49,7.2,0.039,32,84,0.9938,2.94,0.32,11.5,6,"Media"
"413",6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6,"Media"
"414",6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6,"Media"
"415",6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,6,"Media"
"416",6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,6,"Media"
"417",5.6,0.18,0.31,1.5,0.038,16,84,0.9924,3.34,0.58,10.1,6,"Media"
"418",7.3,0.27,0.3,1.3,0.04,26,84,0.99222,3.28,0.53,10.7,6,"Media"
"419",6.1,0.15,0.4,1.2,0.03,19,84,0.98926,3.19,0.96,13,6,"Media"
"420",9.2,0.14,0.37,1.1,0.034,36,84,0.99136,3.05,0.55,11.6,6,"Media"
"421",7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,6,"Media"
"422",7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,6,"Media"
"423",7.7,0.17,0.52,5.9,0.017,21,84,0.9929,3.14,0.4,11.9,7,"Alta"
"424",6.8,0.17,0.35,1.8,0.04,29,84,0.98961,2.91,0.57,12,7,"Alta"
"425",8,0.19,0.36,1.8,0.05,16,84,0.9936,3.15,0.45,9.8,7,"Alta"
"426",6.6,0.4,0.32,1.7,0.035,39,84,0.99096,3.59,0.48,12.7,7,"Alta"
"427",6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,4,"Baja"
"428",6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,4,"Baja"
"429",6,0.33,0.18,3,0.036,5,85,0.99125,3.28,0.4,11.5,4,"Baja"
"430",6.3,0.36,0.3,4.8,0.049,14,85,0.9932,3.28,0.39,10.6,5,"Baja"
"431",5.5,0.28,0.21,1.6,0.032,23,85,0.99027,3.42,0.42,12.5,5,"Baja"
"432",7.2,0.21,0.41,1.3,0.036,33,85,0.992,3.17,0.51,10.4,5,"Baja"
"433",7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5,5,"Baja"
"434",7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5,5,"Baja"
"435",8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,6,"Media"
"436",8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,6,"Media"
"437",7.2,0.23,0.46,6.4,0.036,17,85,0.99279,3.1,0.78,11.7,6,"Media"
"438",6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,6,"Media"
"439",6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,6,"Media"
"440",6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,6,"Media"
"441",6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,6,"Media"
"442",6.8,0.28,0.35,2.3,0.042,16,85,0.9906,3.19,0.56,12.4,6,"Media"
"443",7,0.14,0.4,1.7,0.035,16,85,0.9911,3.19,0.42,11.8,6,"Media"
"444",6.6,0.25,0.25,1.3,0.04,28,85,0.98984,2.87,0.48,11.2,6,"Media"
"445",6,0.24,0.33,2.5,0.026,31,85,0.99014,3.13,0.5,11.3,7,"Alta"
"446",6.6,0.36,0.29,1.6,0.021,24,85,0.98965,3.41,0.61,12.4,9,"Alta"
"447",7.1,0.53,0.24,0.8,0.029,29,86,0.993,3.16,0.32,9.1,4,"Baja"
"448",7.3,0.23,0.34,9.3,0.052,19,86,0.99574,3.04,0.56,10,5,"Baja"
"449",5.5,0.18,0.22,5.5,0.037,10,86,0.99156,3.46,0.44,12.2,5,"Baja"
"450",7,0.48,0.12,4.5,0.05,23,86,0.99398,2.86,0.35,9,5,"Baja"
"451",7,0.48,0.12,4.5,0.05,23,86,0.99398,2.86,0.35,9,5,"Baja"
"452",7.1,0.28,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4,5,"Baja"
"453",7.1,0.28,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4,5,"Baja"
"454",7.6,0.29,0.42,1.3,0.035,18,86,0.9908,2.99,0.39,11.3,5,"Baja"
"455",5.8,0.2,0.34,1,0.035,40,86,0.98993,3.5,0.42,11.7,5,"Baja"
"456",6.6,0.24,0.29,2,0.023,19,86,0.99,3.25,0.45,12.5,6,"Media"
"457",7.7,0.27,0.49,1.8,0.041,23,86,0.9914,3.16,0.42,12.5,6,"Media"
"458",6.4,0.27,0.3,1.6,0.04,19,86,0.99089,3.32,0.65,11.5,6,"Media"
"459",5.9,0.22,0.3,1.3,0.052,42,86,0.99069,3.31,0.47,11.55,6,"Media"
"460",6.7,0.22,0.33,1.2,0.036,36,86,0.99058,3.1,0.76,11.4,6,"Media"
"461",8.1,0.12,0.38,0.9,0.034,36,86,0.99026,2.8,0.55,12,6,"Media"
"462",7.3,0.23,0.24,0.9,0.031,29,86,0.98926,2.9,0.38,12.2,6,"Media"
"463",6.7,0.21,0.36,8.55,0.02,20,86,0.99146,3.19,0.22,13.4,7,"Alta"
"464",5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,7,"Alta"
"465",5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,7,"Alta"
"466",5.7,0.31,0.28,4.1,0.03,22,86,0.99062,3.31,0.38,11.7,7,"Alta"
"467",6.6,0.33,0.4,2.65,0.041,35,86,0.98916,3.11,0.39,13.3,7,"Alta"
"468",6.2,0.255,0.27,1.3,0.037,30,86,0.98834,3.05,0.59,12.9,7,"Alta"
"469",6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,"Alta"
"470",6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8,"Alta"
"471",8,0.13,0.25,1.1,0.033,15,86,0.99044,2.98,0.39,11.2,8,"Alta"
"472",8.2,0.31,0.43,7,0.047,18,87,0.99628,3.23,0.64,10.6,5,"Baja"
"473",5.9,0.36,0.04,5.7,0.046,21,87,0.9934,3.22,0.51,10.2,5,"Baja"
"474",7.5,0.22,0.29,4.8,0.05,33,87,0.994,3.14,0.42,9.9,5,"Baja"
"475",7.7,0.31,0.36,4.3,0.026,15,87,0.99152,3.11,0.48,12,5,"Baja"
"476",6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,5,"Baja"
"477",6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,5,"Baja"
"478",6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,6,"Media"
"479",6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,6,"Media"
"480",6.9,0.4,0.3,10.6,0.033,24,87,0.99265,3.15,0.45,12.8,6,"Media"
"481",6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,6,"Media"
"482",6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,6,"Media"
"483",6.6,0.425,0.25,2.35,0.034,23,87,0.99082,3.05,0.41,11.4,6,"Media"
"484",7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,6,"Media"
"485",7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,6,"Media"
"486",8.2,0.32,0.26,2.1,0.062,26,87,0.98974,3.1,0.47,12.8,6,"Media"
"487",8.1,0.2,0.4,2,0.037,19,87,0.9921,3.12,0.54,11.2,6,"Media"
"488",6.2,0.26,0.29,2,0.036,16,87,0.99081,3.33,0.61,11.8,6,"Media"
"489",7.7,0.22,0.42,1.9,0.052,10,87,0.9922,3.3,0.49,11.8,6,"Media"
"490",6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,6,"Media"
"491",6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,6,"Media"
"492",6.8,0.28,0.36,1.6,0.04,25,87,0.9924,3.23,0.66,10.3,6,"Media"
"493",7.8,0.31,0.4,1.6,0.027,20,87,0.9911,3.15,0.48,11.9,6,"Media"
"494",7,0.29,0.26,1.6,0.044,12,87,0.9923,3.08,0.46,10.5,6,"Media"
"495",8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,6,"Media"
"496",8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,6,"Media"
"497",6.4,0.13,0.28,0.9,0.045,32,87,0.99175,3.47,0.52,11.2,6,"Media"
"498",6.5,0.22,0.29,7.4,0.028,16,87,0.99311,3.15,0.56,10.9,7,"Alta"
"499",7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,7,"Alta"
"500",7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,7,"Alta"
"501",5.4,0.22,0.35,6.5,0.029,26,87,0.99092,3.29,0.44,12.5,7,"Alta"
"502",8.8,0.33,0.44,6.35,0.024,9,87,0.9917,2.96,0.4,12.6,7,"Alta"
"503",7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,7,"Alta"
"504",7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,7,"Alta"
"505",7.2,0.37,0.15,2,0.029,27,87,0.9903,3.3,0.59,12.6,7,"Alta"
"506",7.2,0.37,0.15,2,0.029,27,87,0.9903,3.3,0.59,12.6,7,"Alta"
"507",6.4,0.15,0.4,1.5,0.042,23,87,0.98972,3.11,0.46,12.2,7,"Alta"
"508",7.1,0.18,0.36,1.4,0.043,31,87,0.9898,3.26,0.37,12.7,7,"Alta"
"509",6.8,0.19,0.33,1.3,0.031,22,87,0.98987,3.08,0.62,12.3,7,"Alta"
"510",7.1,0.45,0.24,2.7,0.04,24,87,0.98862,2.94,0.38,13.4,8,"Alta"
"511",6.5,0.32,0.48,8,0.026,18,88,0.99144,3.22,0.79,12.7,4,"Baja"
"512",6.8,0.27,0.29,4.6,0.046,6,88,0.99458,3.34,0.48,10.6,4,"Baja"
"513",8,0.32,0.26,1.2,0.05,11.5,88,0.9946,3.24,0.37,9.5,4,"Baja"
"514",6.8,0.12,0.3,12.9,0.049,32,88,0.99654,3.2,0.35,9.9,6,"Media"
"515",8.5,0.23,0.4,9.9,0.036,24,88,0.9951,3.02,0.42,10.5,6,"Media"
"516",5.8,0.39,0.47,7.5,0.027,12,88,0.9907,3.38,0.45,14,6,"Media"
"517",6.7,0.46,0.21,4,0.034,12,88,0.99016,3.26,0.54,13,6,"Media"
"518",5.8,0.29,0.33,3.7,0.029,30,88,0.98994,3.25,0.42,12.3,6,"Media"
"519",5.7,0.37,0.3,1.1,0.029,24,88,0.98883,3.18,0.39,11.7,6,"Media"
"520",6.1,0.36,0.26,8.15,0.035,14,88,0.99031,3.06,0.27,13,7,"Alta"
"521",6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7,"Alta"
"522",6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7,"Alta"
"523",6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7,"Alta"
"524",5.4,0.415,0.19,1.6,0.039,27,88,0.99265,3.54,0.41,10,7,"Alta"
"525",5.9,0.18,0.28,1,0.037,24,88,0.99094,3.29,0.55,10.65,7,"Alta"
"526",7.1,0.27,0.28,1.25,0.023,3,89,0.98993,2.95,0.3,11.4,4,"Baja"
"527",7.8,0.21,0.27,1.2,0.051,20,89,0.9936,3.06,0.46,9.1,5,"Baja"
"528",5.7,0.16,0.32,1.2,0.036,7,89,0.99111,3.26,0.48,11,5,"Baja"
"529",7.2,0.31,0.41,8.6,0.053,15,89,0.9976,3.29,0.64,9.9,6,"Media"
"530",6.8,0.27,0.28,7.8,0.038,26,89,0.9915,3.24,0.34,12.5,6,"Media"
"531",7,0.12,0.32,7.2,0.058,22,89,0.9966,3.29,0.38,9.2,6,"Media"
"532",5.6,0.34,0.3,6.9,0.038,23,89,0.99266,3.25,0.49,11.1,6,"Media"
"533",5.6,0.23,0.29,3.1,0.023,19,89,0.99068,3.25,0.51,11.2,6,"Media"
"534",8.4,0.2,0.31,2.8,0.054,16,89,0.99416,2.96,0.45,9.5,6,"Media"
"535",7.5,0.35,0.37,2.5,0.066,29,89,0.98964,3.14,0.42,12.7,6,"Media"
"536",7.4,0.2,0.37,1.2,0.028,28,89,0.99132,3.14,0.61,11.8,6,"Media"
"537",5.1,0.14,0.25,0.7,0.039,15,89,0.9919,3.22,0.43,9.2,6,"Media"
"538",6.2,0.36,0.38,3.2,0.031,20,89,0.98956,3.06,0.33,12,7,"Alta"
"539",6.5,0.14,0.32,2.7,0.037,18,89,0.9924,3.4,0.74,11.5,7,"Alta"
"540",6.7,0.21,0.37,2.5,0.034,35,89,0.9913,3.25,0.5,11,7,"Alta"
"541",6.4,0.29,0.32,2.4,0.014,34,89,0.99008,3.24,0.66,12.5,7,"Alta"
"542",5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,"Alta"
"543",5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,"Alta"
"544",5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,"Alta"
"545",6.6,0.25,0.39,1.45,0.04,40,89,0.9911,3.35,0.4,11.4,7,"Alta"
